,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Unnamed: 0
0,,,Azad Jammu and Kashmir,Pakistan,2021-05-07 04:20:40,34.027401,73.947253,17660,499,15098.0,2063.0,"Azad Jammu and Kashmir, Pakistan",436.5488808676397,2.82559456398641,
1,,,Balochistan,Pakistan,2021-05-07 04:20:40,28.328492,65.898403,23016,243,21361.0,1412.0,"Balochistan, Pakistan",186.4487952763713,1.0557872784150155,
2,,,Gilgit-Baltistan,Pakistan,2021-05-07 04:20:40,35.792146,74.982138,5358,107,5139.0,112.0,"Gilgit-Baltistan, Pakistan",528.6192362941798,1.9970138111235536,
3,,,Islamabad,Pakistan,2021-05-07 04:20:40,33.665087,73.121219,77414,702,65524.0,11188.0,"Islamabad, Pakistan",3858.022537940328,0.9068127212132172,
4,,,Khyber Pakhtunkhwa,Pakistan,2021-05-07 04:20:40,34.485332,72.09169,122520,3537,108462.0,10521.0,"Khyber Pakhtunkhwa, Pakistan",401.39734238397193,2.886875612144956,
5,,,Punjab,Pakistan,2021-05-07 04:20:40,30.811346,72.13913199999998,314517,8891,264647.0,40979.0,"Punjab, Pakistan",285.8922084467501,2.8268742230149724,
6,,,Sindh,Pakistan,2021-05-07 04:20:40,26.009446,68.77680699999999,289646,4698,267524.0,17424.0,"Sindh, Pakistan",604.8650785590986,1.6219799341264851,
7,,,Azad Jammu and Kashmir,Pakistan,2021-01-02 05:22:33,34.027401,73.947253,8303,224,7691.0,388.0,"Azad Jammu and Kashmir, Pakistan",205.2471890058897,2.697820065036734,0.0
8,,,Balochistan,Pakistan,2021-01-02 05:22:33,28.328492,65.898403,18181,184,17752.0,245.0,"Balochistan, Pakistan",147.28126290057813,1.012045542049392,1.0
9,,,Gilgit-Baltistan,Pakistan,2021-01-02 05:22:33,35.792146,74.982138,4862,101,4713.0,48.0,"Gilgit-Baltistan, Pakistan",479.6839729119639,2.0773344302756067,2.0
10,,,Islamabad,Pakistan,2021-01-02 05:22:33,33.665087,73.121219,38020,421,34617.0,2982.0,"Islamabad, Pakistan",1894.773773380672,1.1073119410836405,3.0
11,,,Khyber Pakhtunkhwa,Pakistan,2021-01-02 05:22:33,34.485332,72.09169,59023,1661,53942.0,3420.0,"Khyber Pakhtunkhwa, Pakistan",193.36986075358453,2.8141571929586773,4.0
12,,,Punjab,Pakistan,2021-01-02 05:22:33,30.811346,72.13913199999998,139341,4085,124125.0,11131.0,"Punjab, Pakistan",126.65931004422208,2.9316568705549693,5.0
13,,,Sindh,Pakistan,2021-01-02 05:22:33,26.009446,68.77680699999999,216632,3582,196134.0,16916.0,"Sindh, Pakistan",452.3906137091988,1.6534953284833265,6.0
14,,,Azad Jammu and Kashmir,Pakistan,2021-01-03 05:22:52,34.027401,73.947253,8325,226,7723.0,376.0,"Azad Jammu and Kashmir, Pakistan",205.7910211338109,2.714714714714715,7.0
15,,,Balochistan,Pakistan,2021-01-03 05:22:52,28.328492,65.898403,18218,185,17760.0,273.0,"Balochistan, Pakistan",147.58099375846942,1.0154791963991656,8.0
16,,,Gilgit-Baltistan,Pakistan,2021-01-03 05:22:52,35.792146,74.982138,4866,101,4716.0,49.0,"Gilgit-Baltistan, Pakistan",480.0786121327882,2.075626798191533,9.0
17,,,Islamabad,Pakistan,2021-01-03 05:22:52,33.665087,73.121219,38146,424,34940.0,2782.0,"Islamabad, Pakistan",1901.053139383984,1.1115189010643318,10.0
18,,,Khyber Pakhtunkhwa,Pakistan,2021-01-03 05:22:52,34.485332,72.09169,59255,1672,54383.0,3200.0,"Khyber Pakhtunkhwa, Pakistan",194.1299340757612,2.821702809889461,11.0
19,,,Punjab,Pakistan,2021-01-03 05:22:52,30.811346,72.13913199999998,140188,4109,124461.0,11618.0,"Punjab, Pakistan",127.4292229600721,2.931063999771735,12.0
20,,,Sindh,Pakistan,2021-01-03 05:22:52,26.009446,68.77680699999999,217636,3594,196677.0,17365.0,"Sindh, Pakistan",454.4872576776064,1.6513812053152972,13.0
21,,,Azad Jammu and Kashmir,Pakistan,2021-01-04 05:22:02,34.027401,73.947253,8357,226,7758.0,373.0,"Azad Jammu and Kashmir, Pakistan",206.5820496835144,2.70431973196123,14.0
22,,,Balochistan,Pakistan,2021-01-04 05:22:02,28.328492,65.898403,18247,185,17812.0,250.0,"Balochistan, Pakistan",147.81591794438418,1.0138652929248644,15.0
23,,,Gilgit-Baltistan,Pakistan,2021-01-04 05:22:02,35.792146,74.982138,4867,101,4716.0,50.0,"Gilgit-Baltistan, Pakistan",480.1772719379943,2.0752003287446064,16.0
24,,,Islamabad,Pakistan,2021-01-04 05:22:02,33.665087,73.121219,38263,428,35093.0,2742.0,"Islamabad, Pakistan",1906.883979244204,1.1185740793978518,17.0
25,,,Khyber Pakhtunkhwa,Pakistan,2021-01-04 05:22:02,34.485332,72.09169,59484,1675,54519.0,3290.0,"Khyber Pakhtunkhwa, Pakistan",194.88017886359933,2.815883262726111,18.0
26,,,Punjab,Pakistan,2021-01-04 05:22:02,30.811346,72.13913199999998,140714,4124,125129.0,11461.0,"Punjab, Pakistan",127.90735069766018,2.930767372116492,19.0
27,,,Sindh,Pakistan,2021-01-04 05:22:02,26.009446,68.77680699999999,218597,3611,197430.0,17556.0,"Sindh, Pakistan",456.4941051413908,1.6518982419703838,20.0
28,,,Azad Jammu and Kashmir,Pakistan,2021-01-05 05:21:49,34.027401,73.947253,8383,229,7798.0,356.0,"Azad Jammu and Kashmir, Pakistan",207.22476038014847,2.731718955028033,21.0
29,,,Balochistan,Pakistan,2021-01-05 05:21:49,28.328492,65.898403,18254,185,17829.0,240.0,"Balochistan, Pakistan",147.87262378236363,1.013476498301742,22.0
30,,,Gilgit-Baltistan,Pakistan,2021-01-05 05:21:49,35.792146,74.982138,4870,101,4717.0,52.0,"Gilgit-Baltistan, Pakistan",480.4732513536125,2.0739219712525667,23.0
31,,,Islamabad,Pakistan,2021-01-05 05:21:49,33.665087,73.121219,38395,428,35253.0,2714.0,"Islamabad, Pakistan",1913.462362676246,1.1147284802708686,24.0
32,,,Khyber Pakhtunkhwa,Pakistan,2021-01-05 05:21:49,34.485332,72.09169,59729,1683,54668.0,3378.0,"Khyber Pakhtunkhwa, Pakistan",195.6828425012428,2.817726732408043,25.0
33,,,Punjab,Pakistan,2021-01-05 05:21:49,30.811346,72.13913199999998,141393,4160,126225.0,11008.0,"Punjab, Pakistan",128.52455361367217,2.9421541377578806,26.0
34,,,Sindh,Pakistan,2021-01-05 05:21:49,26.009446,68.77680699999999,219452,3623,197870.0,17959.0,"Sindh, Pakistan",458.27959377982535,1.6509304996081149,27.0
35,,,Azad Jammu and Kashmir,Pakistan,2021-01-06 05:22:16,34.027401,73.947253,8396,229,7833.0,334.0,"Azad Jammu and Kashmir, Pakistan",207.5461157284656,2.7274892806098143,28.0
36,,,Balochistan,Pakistan,2021-01-06 05:22:16,28.328492,65.898403,18280,186,17857.0,237.0,"Balochistan, Pakistan",148.08324546628725,1.0175054704595186,29.0
37,,,Gilgit-Baltistan,Pakistan,2021-01-06 05:22:16,35.792146,74.982138,4873,101,4717.0,55.0,"Gilgit-Baltistan, Pakistan",480.7692307692308,2.072645187769341,30.0
38,,,Islamabad,Pakistan,2021-01-06 05:22:16,33.665087,73.121219,38531,432,35609.0,2490.0,"Islamabad, Pakistan",1920.2400910607744,1.1211751576652564,31.0
39,,,Khyber Pakhtunkhwa,Pakistan,2021-01-06 05:22:16,34.485332,72.09169,59955,1695,55025.0,3235.0,"Khyber Pakhtunkhwa, Pakistan",196.4232587547424,2.8271203402551914,32.0
40,,,Punjab,Pakistan,2021-01-06 05:22:16,30.811346,72.13913199999998,142058,4184,128775.0,9099.0,"Punjab, Pakistan",129.12903069636434,2.945275873234876,33.0
41,,,Sindh,Pakistan,2021-01-06 05:22:16,26.009446,68.77680699999999,220501,3634,198577.0,18290.0,"Sindh, Pakistan",460.4702108344662,1.64806508814019,34.0
42,,,Azad Jammu and Kashmir,Pakistan,2021-01-07 05:22:03,34.027401,73.947253,8416,232,7871.0,313.0,"Azad Jammu and Kashmir, Pakistan",208.0405085720303,2.7566539923954374,35.0
43,,,Balochistan,Pakistan,2021-01-07 05:22:03,28.328492,65.898403,18300,186,17883.0,231.0,"Balochistan, Pakistan",148.24526214622847,1.0163934426229508,36.0
44,,,Gilgit-Baltistan,Pakistan,2021-01-07 05:22:03,35.792146,74.982138,4874,101,4722.0,51.0,"Gilgit-Baltistan, Pakistan",480.8678905744368,2.0722199425523185,37.0
45,,,Islamabad,Pakistan,2021-01-07 05:22:03,33.665087,73.121219,38687,434,35916.0,2337.0,"Islamabad, Pakistan",1928.0145442077333,1.121823868482953,38.0
46,,,Khyber Pakhtunkhwa,Pakistan,2021-01-07 05:22:03,34.485332,72.09169,60229,1702,55372.0,3155.0,"Khyber Pakhtunkhwa, Pakistan",197.3209315576579,2.825881220010294,39.0
47,,,Punjab,Pakistan,2021-01-07 05:22:03,30.811346,72.13913199999998,142835,4203,129102.0,9530.0,"Punjab, Pakistan",129.83531444561515,2.9425560961949104,40.0
48,,,Sindh,Pakistan,2021-01-07 05:22:03,26.009446,68.77680699999999,221734,3653,199649.0,18432.0,"Sindh, Pakistan",463.04507339726126,1.6474694904705638,41.0
49,,,Azad Jammu and Kashmir,Pakistan,2021-01-08 05:22:42,34.027401,73.947253,8430,234,7894.0,302.0,"Azad Jammu and Kashmir, Pakistan",208.38658356252563,2.775800711743772,42.0
50,,,Balochistan,Pakistan,2021-01-08 05:22:42,28.328492,65.898403,18314,186,17893.0,235.0,"Balochistan, Pakistan",148.35867382218734,1.015616468275636,43.0
51,,,Gilgit-Baltistan,Pakistan,2021-01-08 05:22:42,35.792146,74.982138,4878,101,4727.0,50.0,"Gilgit-Baltistan, Pakistan",481.2625297952612,2.070520705207052,44.0
52,,,Islamabad,Pakistan,2021-01-08 05:22:42,33.665087,73.121219,38842,436,36231.0,2175.0,"Islamabad, Pakistan",1935.739161116571,1.1224962669275529,45.0
53,,,Khyber Pakhtunkhwa,Pakistan,2021-01-08 05:22:42,34.485332,72.09169,60536,1710,55728.0,3098.0,"Khyber Pakhtunkhwa, Pakistan",198.3267182382968,2.8247654288357342,46.0
54,,,Punjab,Pakistan,2021-01-08 05:22:42,30.811346,72.13913199999998,143511,4221,129321.0,9969.0,"Punjab, Pakistan",130.44979039734432,2.941237953885068,47.0
55,,,Sindh,Pakistan,2021-01-08 05:22:42,26.009446,68.77680699999999,222999,3670,202034.0,17295.0,"Sindh, Pakistan",465.6867612658225,1.6457472903465935,48.0
56,,,Azad Jammu and Kashmir,Pakistan,2021-01-09 05:22:18,34.027401,73.947253,8451,235,7923.0,293.0,"Azad Jammu and Kashmir, Pakistan",208.9056960482685,2.7807360075730685,49.0
57,,,Balochistan,Pakistan,2021-01-09 05:22:18,28.328492,65.898403,18351,187,17898.0,266.0,"Balochistan, Pakistan",148.65840468007863,1.0190180371641873,50.0
58,,,Gilgit-Baltistan,Pakistan,2021-01-09 05:22:18,35.792146,74.982138,4879,101,4728.0,50.0,"Gilgit-Baltistan, Pakistan",481.3611896004672,2.070096331215413,51.0
59,,,Islamabad,Pakistan,2021-01-09 05:22:18,33.665087,73.121219,38970,436,36546.0,1988.0,"Islamabad, Pakistan",1942.118199596128,1.1188093405183477,52.0
60,,,Khyber Pakhtunkhwa,Pakistan,2021-01-09 05:22:18,34.485332,72.09169,60751,1718,55928.0,3105.0,"Khyber Pakhtunkhwa, Pakistan",199.03109653255527,2.827936988691544,53.0
61,,,Punjab,Pakistan,2021-01-09 05:22:18,30.811346,72.13913199999998,144111,4242,129852.0,10017.0,"Punjab, Pakistan",130.99518325390872,2.9435643358244685,54.0
62,,,Sindh,Pakistan,2021-01-09 05:22:18,26.009446,68.77680699999999,224004,3679,202570.0,17755.0,"Sindh, Pakistan",467.7854935250351,1.6423813860466778,55.0
63,,,Azad Jammu and Kashmir,Pakistan,2021-01-10 05:22:12,34.027401,73.947253,8478,235,7949.0,294.0,"Azad Jammu and Kashmir, Pakistan",209.5731263870809,2.771880160415192,56.0
64,,,Balochistan,Pakistan,2021-01-10 05:22:12,28.328492,65.898403,18373,188,17899.0,286.0,"Balochistan, Pakistan",148.83662302801395,1.0232406248299135,57.0
65,,,Gilgit-Baltistan,Pakistan,2021-01-10 05:22:12,35.792146,74.982138,4879,101,4729.0,49.0,"Gilgit-Baltistan, Pakistan",481.3611896004672,2.070096331215413,58.0
66,,,Islamabad,Pakistan,2021-01-10 05:22:12,33.665087,73.121219,39120,439,36705.0,1976.0,"Islamabad, Pakistan",1949.593635314357,1.1221881390593047,59.0
67,,,Khyber Pakhtunkhwa,Pakistan,2021-01-10 05:22:12,34.485332,72.09169,61148,1728,56239.0,3181.0,"Khyber Pakhtunkhwa, Pakistan",200.3317392433489,2.825930529207824,60.0
68,,,Punjab,Pakistan,2021-01-10 05:22:12,30.811346,72.13913199999998,144909,4260,130120.0,10529.0,"Punjab, Pakistan",131.72055575313928,2.939775997350061,61.0
69,,,Sindh,Pakistan,2021-01-10 05:22:12,26.009446,68.77680699999999,225509,3693,203328.0,18488.0,"Sindh, Pakistan",470.92837118684105,1.6376286534018598,62.0
70,,,Azad Jammu and Kashmir,Pakistan,2021-01-11 05:21:50,34.027401,73.947253,8489,235,7966.0,288.0,"Azad Jammu and Kashmir, Pakistan",209.84504245104148,2.768288373188833,63.0
71,,,Balochistan,Pakistan,2021-01-11 05:21:50,28.328492,65.898403,18412,188,17938.0,286.0,"Balochistan, Pakistan",149.1525555538994,1.021073213121877,64.0
72,,,Gilgit-Baltistan,Pakistan,2021-01-11 05:21:50,35.792146,74.982138,4880,101,4734.0,45.0,"Gilgit-Baltistan, Pakistan",481.4598494056733,2.069672131147541,65.0
73,,,Islamabad,Pakistan,2021-01-11 05:21:50,33.665087,73.121219,39242,441,36765.0,2036.0,"Islamabad, Pakistan",1955.673656365184,1.1237959329290046,66.0
74,,,Khyber Pakhtunkhwa,Pakistan,2021-01-11 05:21:50,34.485332,72.09169,61424,1740,56535.0,3149.0,"Khyber Pakhtunkhwa, Pakistan",201.2359644024901,2.8327689502474604,67.0
75,,,Punjab,Pakistan,2021-01-11 05:21:50,30.811346,72.13913199999998,145508,4272,130358.0,10878.0,"Punjab, Pakistan",132.2650396216093,2.935921049014487,68.0
76,,,Sindh,Pakistan,2021-01-11 05:21:50,26.009446,68.77680699999999,226338,3699,204075.0,18564.0,"Sindh, Pakistan",472.6595642643408,1.6342814728415025,69.0
77,,,Azad Jammu and Kashmir,Pakistan,2021-01-12 05:22:15,34.027401,73.947253,8501,235,7982.0,284.0,"Azad Jammu and Kashmir, Pakistan",210.1416781571804,2.764380661098694,70.0
78,,,Balochistan,Pakistan,2021-01-12 05:22:15,28.328492,65.898403,18429,188,17955.0,286.0,"Balochistan, Pakistan",149.29026973184943,1.0201313147756257,71.0
79,,,Gilgit-Baltistan,Pakistan,2021-01-12 05:22:15,35.792146,74.982138,4882,101,4739.0,42.0,"Gilgit-Baltistan, Pakistan",481.6571690160855,2.068824252355592,72.0
80,,,Islamabad,Pakistan,2021-01-12 05:22:15,33.665087,73.121219,39340,443,36895.0,2002.0,"Islamabad, Pakistan",1960.5576077010944,1.1260803253685816,73.0
81,,,Khyber Pakhtunkhwa,Pakistan,2021-01-12 05:22:15,34.485332,72.09169,61648,1743,56714.0,3191.0,"Khyber Pakhtunkhwa, Pakistan",201.9698282997641,2.82734233065144,74.0
82,,,Punjab,Pakistan,2021-01-12 05:22:15,30.811346,72.13913199999998,146016,4299,130765.0,10952.0,"Punjab, Pakistan",132.72680557350049,2.944197896120973,75.0
83,,,Sindh,Pakistan,2021-01-12 05:22:15,26.009446,68.77680699999999,227885,3708,206927.0,17250.0,"Sindh, Pakistan",475.8901501399645,1.6271364942843978,76.0
84,,,Azad Jammu and Kashmir,Pakistan,2021-01-13 05:22:15,34.027401,73.947253,8521,235,8001.0,285.0,"Azad Jammu and Kashmir, Pakistan",210.63607100074503,2.757892266165943,77.0
85,,,Balochistan,Pakistan,2021-01-13 05:22:15,28.328492,65.898403,18467,188,17978.0,301.0,"Balochistan, Pakistan",149.59810142373777,1.0180321654843776,78.0
86,,,Gilgit-Baltistan,Pakistan,2021-01-13 05:22:15,35.792146,74.982138,4882,101,4744.0,37.0,"Gilgit-Baltistan, Pakistan",481.6571690160855,2.068824252355592,79.0
87,,,Islamabad,Pakistan,2021-01-13 05:22:15,33.665087,73.121219,39462,447,37049.0,1966.0,"Islamabad, Pakistan",1966.6376287519213,1.1327352896457352,80.0
88,,,Khyber Pakhtunkhwa,Pakistan,2021-01-13 05:22:15,34.485332,72.09169,62018,1748,57027.0,3243.0,"Khyber Pakhtunkhwa, Pakistan",203.1820142015113,2.818536553903705,81.0
89,,,Punjab,Pakistan,2021-01-13 05:22:15,30.811346,72.13913199999998,146525,4323,130912.0,11290.0,"Punjab, Pakistan",133.18948051348593,2.95034976966388,82.0
90,,,Sindh,Pakistan,2021-01-13 05:22:15,26.009446,68.77680699999999,228949,3730,209239.0,15980.0,"Sindh, Pakistan",478.1120915566832,1.629183792023551,83.0
91,,,Azad Jammu and Kashmir,Pakistan,2021-01-14 05:22:32,34.027401,73.947253,8540,236,8021.0,283.0,"Azad Jammu and Kashmir, Pakistan",211.10574420213155,2.7634660421545667,84.0
92,,,Balochistan,Pakistan,2021-01-14 05:22:32,28.328492,65.898403,18488,188,18002.0,298.0,"Balochistan, Pakistan",149.7682189376761,1.0168758113370835,85.0
93,,,Gilgit-Baltistan,Pakistan,2021-01-14 05:22:32,35.792146,74.982138,4882,101,4746.0,35.0,"Gilgit-Baltistan, Pakistan",481.6571690160855,2.068824252355592,86.0
94,,,Islamabad,Pakistan,2021-01-14 05:22:32,33.665087,73.121219,39624,449,37200.0,1975.0,"Islamabad, Pakistan",1974.7110993276087,1.1331516252776097,87.0
95,,,Khyber Pakhtunkhwa,Pakistan,2021-01-14 05:22:32,34.485332,72.09169,62377,1752,57313.0,3312.0,"Khyber Pakhtunkhwa, Pakistan",204.35816214401743,2.8087275758693107,88.0
96,,,Punjab,Pakistan,2021-01-14 05:22:32,30.811346,72.13913199999998,147292,4348,131825.0,11119.0,"Punjab, Pakistan",133.88667438179402,2.951959373217826,89.0
97,,,Sindh,Pakistan,2021-01-14 05:22:32,26.009446,68.77680699999999,230718,3744,210127.0,16847.0,"Sindh, Pakistan",481.8062779910583,1.6227602527761162,90.0
98,,,Azad Jammu and Kashmir,Pakistan,2021-01-15 05:22:24,34.027401,73.947253,8567,237,8044.0,286.0,"Azad Jammu and Kashmir, Pakistan",211.7731745409439,2.766429321816272,91.0
99,,,Balochistan,Pakistan,2021-01-15 05:22:24,28.328492,65.898403,18515,189,18021.0,305.0,"Balochistan, Pakistan",149.98694145559676,1.0207939508506616,92.0
100,,,Gilgit-Baltistan,Pakistan,2021-01-15 05:22:24,35.792146,74.982138,4882,101,4748.0,33.0,"Gilgit-Baltistan, Pakistan",481.6571690160855,2.068824252355592,93.0
101,,,Islamabad,Pakistan,2021-01-15 05:22:24,33.665087,73.121219,39749,449,37413.0,1887.0,"Islamabad, Pakistan",1980.9406290928007,1.1295881657400186,94.0
102,,,Khyber Pakhtunkhwa,Pakistan,2021-01-15 05:22:24,34.485332,72.09169,62719,1762,57537.0,3420.0,"Khyber Pakhtunkhwa, Pakistan",205.4786150586054,2.8093560165181204,95.0
103,,,Punjab,Pakistan,2021-01-15 05:22:24,30.811346,72.13913199999998,147953,4370,132769.0,10814.0,"Punjab, Pakistan",134.48751551210907,2.953640683189932,96.0
104,,,Sindh,Pakistan,2021-01-15 05:22:24,26.009446,68.77680699999999,231953,3755,210774.0,17424.0,"Sindh, Pakistan",484.385317135464,1.6188624419602249,97.0
105,,,Azad Jammu and Kashmir,Pakistan,2021-01-16 05:22:40,34.027401,73.947253,8583,238,8063.0,282.0,"Azad Jammu and Kashmir, Pakistan",212.1686888157957,2.772923220319236,98.0
106,,,Balochistan,Pakistan,2021-01-16 05:22:40,28.328492,65.898403,18537,190,18060.0,287.0,"Balochistan, Pakistan",150.16515980353208,1.0249770728812646,99.0
107,,,Gilgit-Baltistan,Pakistan,2021-01-16 05:22:40,35.792146,74.982138,4882,101,4748.0,33.0,"Gilgit-Baltistan, Pakistan",481.6571690160855,2.068824252355592,100.0
108,,,Islamabad,Pakistan,2021-01-16 05:22:40,33.665087,73.121219,39888,450,37621.0,1817.0,"Islamabad, Pakistan",1987.867866191694,1.128158844765343,101.0
109,,,Khyber Pakhtunkhwa,Pakistan,2021-01-16 05:22:40,34.485332,72.09169,62996,1773,57755.0,3468.0,"Khyber Pakhtunkhwa, Pakistan",206.38611639585943,2.814464410438758,102.0
110,,,Punjab,Pakistan,2021-01-16 05:22:40,30.811346,72.13913199999998,148488,4387,133586.0,10515.0,"Punjab, Pakistan",134.97382414254562,2.9544474974408708,103.0
111,,,Sindh,Pakistan,2021-01-16 05:22:40,26.009446,68.77680699999999,233396,3769,212266.0,17361.0,"Sindh, Pakistan",487.3987207673483,1.6148520111741418,104.0
112,,,Azad Jammu and Kashmir,Pakistan,2021-01-17 05:22:17,34.027401,73.947253,8606,241,8082.0,283.0,"Azad Jammu and Kashmir, Pakistan",212.73724058589508,2.800371833604462,105.0
113,,,Balochistan,Pakistan,2021-01-17 05:22:17,28.328492,65.898403,18569,190,18071.0,308.0,"Balochistan, Pakistan",150.4243864914381,1.0232107275566804,106.0
114,,,Gilgit-Baltistan,Pakistan,2021-01-17 05:22:17,35.792146,74.982138,4882,101,4750.0,31.0,"Gilgit-Baltistan, Pakistan",481.6571690160855,2.068824252355592,107.0
115,,,Islamabad,Pakistan,2021-01-17 05:22:17,33.665087,73.121219,40019,456,37769.0,1794.0,"Islamabad, Pakistan",1994.3964133856143,1.139458757090382,108.0
116,,,Khyber Pakhtunkhwa,Pakistan,2021-01-17 05:22:17,34.485332,72.09169,63339,1779,58082.0,3478.0,"Khyber Pakhtunkhwa, Pakistan",207.50984548856025,2.808696064036376,109.0
117,,,Punjab,Pakistan,2021-01-17 05:22:17,30.811346,72.13913199999998,149222,4409,133952.0,10861.0,"Punjab, Pakistan",135.64102140374268,2.954658160324885,110.0
118,,,Sindh,Pakistan,2021-01-17 05:22:17,26.009446,68.77680699999999,234654,3775,212933.0,17946.0,"Sindh, Pakistan",490.0257906002731,1.6087516087516087,111.0
119,,,Azad Jammu and Kashmir,Pakistan,2021-01-18 05:22:34,34.027401,73.947253,8631,241,8105.0,285.0,"Azad Jammu and Kashmir, Pakistan",213.3552316403509,2.792260456494033,112.0
120,,,Balochistan,Pakistan,2021-01-18 05:22:34,28.328492,65.898403,18612,190,18100.0,322.0,"Balochistan, Pakistan",150.77272235331168,1.0208467655276166,113.0
121,,,Gilgit-Baltistan,Pakistan,2021-01-18 05:22:34,35.792146,74.982138,4884,101,4756.0,27.0,"Gilgit-Baltistan, Pakistan",481.8544886264976,2.067977067977068,114.0
122,,,Islamabad,Pakistan,2021-01-18 05:22:34,33.665087,73.121219,40111,457,37914.0,1740.0,"Islamabad, Pakistan",1998.981347292796,1.1393383361172746,115.0
123,,,Khyber Pakhtunkhwa,Pakistan,2021-01-18 05:22:34,34.485332,72.09169,63615,1783,58240.0,3592.0,"Khyber Pakhtunkhwa, Pakistan",208.4140706477014,2.8027980822133145,116.0
124,,,Punjab,Pakistan,2021-01-18 05:22:34,30.811346,72.13913199999998,149782,4432,134489.0,10861.0,"Punjab, Pakistan",136.15005473653608,2.9589670320866324,117.0
125,,,Sindh,Pakistan,2021-01-18 05:22:34,26.009446,68.77680699999999,235576,3793,213624.0,18159.0,"Sindh, Pakistan",491.95119472265526,1.61009610486637,118.0
126,,,Azad Jammu and Kashmir,Pakistan,2021-01-19 05:22:15,34.027401,73.947253,8654,243,8138.0,273.0,"Azad Jammu and Kashmir, Pakistan",213.9237834104504,2.807950080887451,119.0
127,,,Balochistan,Pakistan,2021-01-19 05:22:15,28.328492,65.898403,18622,190,18110.0,322.0,"Balochistan, Pakistan",150.85373069328233,1.020298571582,120.0
128,,,Gilgit-Baltistan,Pakistan,2021-01-19 05:22:15,35.792146,74.982138,4887,101,4756.0,30.0,"Gilgit-Baltistan, Pakistan",482.1504680421159,2.06670759156947,121.0
129,,,Islamabad,Pakistan,2021-01-19 05:22:15,33.665087,73.121219,40177,457,38046.0,1674.0,"Islamabad, Pakistan",2002.2705390088167,1.1374667098090947,122.0
130,,,Khyber Pakhtunkhwa,Pakistan,2021-01-19 05:22:15,34.485332,72.09169,63825,1791,58348.0,3686.0,"Khyber Pakhtunkhwa, Pakistan",209.1020680513957,2.8061104582843712,123.0
131,,,Punjab,Pakistan,2021-01-19 05:22:15,30.811346,72.13913199999998,150316,4460,134842.0,11014.0,"Punjab, Pakistan",136.63545437887834,2.9670826791559115,124.0
132,,,Sindh,Pakistan,2021-01-19 05:22:15,26.009446,68.77680699999999,236530,3813,214231.0,18486.0,"Sindh, Pakistan",493.9434241508033,1.6120576671035387,125.0
133,,,Azad Jammu and Kashmir,Pakistan,2021-01-20 05:21:54,34.027401,73.947253,8672,245,8158.0,269.0,"Azad Jammu and Kashmir, Pakistan",214.36873696965856,2.8251845018450186,126.0
134,,,Balochistan,Pakistan,2021-01-20 05:21:54,28.328492,65.898403,18640,191,18119.0,330.0,"Balochistan, Pakistan",150.99954570522942,1.0246781115879828,127.0
135,,,Gilgit-Baltistan,Pakistan,2021-01-20 05:21:54,35.792146,74.982138,4892,102,4763.0,27.0,"Gilgit-Baltistan, Pakistan",482.6437670681463,2.0850367947669666,128.0
136,,,Islamabad,Pakistan,2021-01-20 05:21:54,33.665087,73.121219,40304,460,38148.0,1696.0,"Islamabad, Pakistan",2008.599741250252,1.1413259229853117,129.0
137,,,Khyber Pakhtunkhwa,Pakistan,2021-01-20 05:21:54,34.485332,72.09169,64078,1799,58803.0,3476.0,"Khyber Pakhtunkhwa, Pakistan",209.93094111394183,2.807515840069915,130.0
138,,,Punjab,Pakistan,2021-01-20 05:21:54,30.811346,72.13913199999998,150889,4476,135425.0,10988.0,"Punjab, Pakistan",137.1563045568973,2.9664190232555057,131.0
139,,,Sindh,Pakistan,2021-01-20 05:21:54,26.009446,68.77680699999999,237308,3830,215101.0,18377.0,"Sindh, Pakistan",495.56811439723856,1.6139363190452911,132.0
140,,,Azad Jammu and Kashmir,Pakistan,2021-01-21 05:22:01,34.027401,73.947253,8706,248,8177.0,281.0,"Azad Jammu and Kashmir, Pakistan",215.20920480371865,2.848610153916839,133.0
141,,,Balochistan,Pakistan,2021-01-21 05:22:01,28.328492,65.898403,18670,192,18161.0,317.0,"Balochistan, Pakistan",151.24257072514132,1.0283877878950187,134.0
142,,,Gilgit-Baltistan,Pakistan,2021-01-21 05:22:01,35.792146,74.982138,4894,102,4765.0,27.0,"Gilgit-Baltistan, Pakistan",482.8410866785583,2.0841847159787497,135.0
143,,,Islamabad,Pakistan,2021-01-21 05:22:01,33.665087,73.121219,40430,460,38278.0,1692.0,"Islamabad, Pakistan",2014.8791072535648,1.1377689834281477,136.0
144,,,Khyber Pakhtunkhwa,Pakistan,2021-01-21 05:22:01,34.485332,72.09169,64373,1811,59278.0,3284.0,"Khyber Pakhtunkhwa, Pakistan",210.8974136572268,2.813291286719588,137.0
145,,,Punjab,Pakistan,2021-01-21 05:22:01,30.811346,72.13913199999998,151603,4501,135892.0,11210.0,"Punjab, Pakistan",137.8053220562089,2.9689386093942733,138.0
146,,,Sindh,Pakistan,2021-01-21 05:22:01,26.009446,68.77680699999999,238470,3843,216145.0,18482.0,"Sindh, Pakistan",497.9947083128655,1.6115234620707006,139.0
