,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,Unnamed: 0
854,,,Azad Jammu and Kashmir,Pakistan,2021-05-03 04:20:39,34.027401,73.947253,17371,483,14669.0,2219.0,"Azad Jammu and Kashmir, Pakistan",429.40490427812966,2.780496229347764,847.0
855,,,Balochistan,Pakistan,2021-05-03 04:20:39,28.328492,65.898403,22620,237,20926.0,1457.0,"Balochistan, Pakistan",183.2408650135349,1.0477453580901857,848.0
856,,,Gilgit-Baltistan,Pakistan,2021-05-03 04:20:39,35.792146,74.982138,5327,107,5102.0,118.0,"Gilgit-Baltistan, Pakistan",525.5607823327914,2.008635254364558,849.0
857,,,Islamabad,Pakistan,2021-05-03 04:20:39,33.665087,73.121219,76209,691,63481.0,12037.0,"Islamabad, Pakistan",3797.969871003881,0.906717054416145,850.0
858,,,Khyber Pakhtunkhwa,Pakistan,2021-05-03 04:20:39,34.485332,72.09169,120064,3392,104903.0,11769.0,"Khyber Pakhtunkhwa, Pakistan",393.35104893886063,2.8251599147121533,851.0
859,,,Punjab,Pakistan,2021-05-03 04:20:39,30.811346,72.13913199999998,306929,8572,253687.0,44670.0,"Punjab, Pakistan",278.9948067873996,2.792828308827123,852.0
860,,,Sindh,Pakistan,2021-05-03 04:20:39,26.009446,68.77680699999999,285626,4667,265276.0,15683.0,"Sindh, Pakistan",596.4701495222481,1.6339548920616471,853.0
861,,,Azad Jammu and Kashmir,Pakistan,2021-05-04 04:20:34,34.027401,73.947253,17397,487,14746.0,2164.0,"Azad Jammu and Kashmir, Pakistan",430.0476149747637,2.799333218370984,854.0
862,,,Balochistan,Pakistan,2021-05-04 04:20:34,28.328492,65.898403,22664,239,21014.0,1411.0,"Balochistan, Pakistan",183.5973017094056,1.0545358277444403,855.0
863,,,Gilgit-Baltistan,Pakistan,2021-05-04 04:20:34,35.792146,74.982138,5330,107,5110.0,113.0,"Gilgit-Baltistan, Pakistan",525.8567617484097,2.00750469043152,856.0
864,,,Islamabad,Pakistan,2021-05-04 04:20:34,33.665087,73.121219,76492,693,63933.0,11866.0,"Islamabad, Pakistan",3812.0735263922734,0.9059770956439888,857.0
865,,,Khyber Pakhtunkhwa,Pakistan,2021-05-04 04:20:34,34.485332,72.09169,120590,3423,105527.0,11640.0,"Khyber Pakhtunkhwa, Pakistan",395.0743186262094,2.838543826187909,858.0
866,,,Punjab,Pakistan,2021-05-04 04:20:34,30.811346,72.13913199999998,308529,8683,256956.0,42890.0,"Punjab, Pakistan",280.4491877382378,2.8143221544814265,859.0
867,,,Sindh,Pakistan,2021-05-04 04:20:34,26.009446,68.77680699999999,286521,4678,265776.0,16067.0,"Sindh, Pakistan",598.3391697928903,1.6326900995040503,860.0
868,,,Azad Jammu and Kashmir,Pakistan,2021-05-05 04:20:43,34.027401,73.947253,17397,487,14746.0,2164.0,"Azad Jammu and Kashmir, Pakistan",430.0476149747637,2.799333218370984,861.0
869,,,Balochistan,Pakistan,2021-05-05 04:20:43,28.328492,65.898403,22664,239,21014.0,1411.0,"Balochistan, Pakistan",183.5973017094056,1.0545358277444403,862.0
870,,,Gilgit-Baltistan,Pakistan,2021-05-05 04:20:43,35.792146,74.982138,5330,107,5110.0,113.0,"Gilgit-Baltistan, Pakistan",525.8567617484097,2.00750469043152,863.0
871,,,Islamabad,Pakistan,2021-05-05 04:20:43,33.665087,73.121219,76492,693,63933.0,11866.0,"Islamabad, Pakistan",3812.0735263922734,0.9059770956439888,864.0
872,,,Khyber Pakhtunkhwa,Pakistan,2021-05-05 04:20:43,34.485332,72.09169,120590,3423,105527.0,11640.0,"Khyber Pakhtunkhwa, Pakistan",395.0743186262094,2.838543826187909,865.0
873,,,Punjab,Pakistan,2021-05-05 04:20:43,30.811346,72.13913199999998,308529,8683,256956.0,42890.0,"Punjab, Pakistan",280.4491877382378,2.8143221544814265,866.0
874,,,Sindh,Pakistan,2021-05-05 04:20:43,26.009446,68.77680699999999,286521,4678,265776.0,16067.0,"Sindh, Pakistan",598.3391697928903,1.6326900995040503,867.0
875,,,Azad Jammu and Kashmir,Pakistan,2021-05-06 04:20:38,34.027401,73.947253,17465,491,14856.0,2118.0,"Azad Jammu and Kashmir, Pakistan",431.72855064288376,2.811336959633553,868.0
876,,,Balochistan,Pakistan,2021-05-06 04:20:38,28.328492,65.898403,22776,239,21150.0,1387.0,"Balochistan, Pakistan",184.5045951170765,1.0493501931858096,869.0
877,,,Gilgit-Baltistan,Pakistan,2021-05-06 04:20:38,35.792146,74.982138,5341,107,5114.0,120.0,"Gilgit-Baltistan, Pakistan",526.9420196056765,2.00337015540161,870.0
878,,,Islamabad,Pakistan,2021-05-06 04:20:38,33.665087,73.121219,76696,698,64421.0,11577.0,"Islamabad, Pakistan",3822.240118969068,0.910086575571086,871.0
879,,,Khyber Pakhtunkhwa,Pakistan,2021-05-06 04:20:38,34.485332,72.09169,121099,3466,106557.0,11076.0,"Khyber Pakhtunkhwa, Pakistan",396.74189328564,2.8621210744927703,872.0
880,,,Punjab,Pakistan,2021-05-06 04:20:38,30.811346,72.13913199999998,310616,8741,260241.0,41634.0,"Punjab, Pakistan",282.3462458909875,2.814085559018209,873.0
881,,,Sindh,Pakistan,2021-05-06 04:20:38,26.009446,68.77680699999999,287643,4687,266388.0,16568.0,"Sindh, Pakistan",600.6822320763098,1.6294503951078243,874.0
